2024-12-29T11:21:02.434836500-05:00 - INFO - Starting Multi Manager application...
2024-12-29T11:21:02.435103500-05:00 - INFO - Loading workspaces from file...
2024-12-29T11:21:02.435181600-05:00 - INFO - Successfully loaded workspaces from 'workspaces.json'.
2024-12-29T11:21:02.435193-05:00 - INFO - Starting hotkey event handler thread...
2024-12-29T11:21:02.435246800-05:00 - INFO - Launching GUI...
2024-12-29T11:21:04.666350800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.670918100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.674705800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.679566200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.683230300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.687300500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.691364100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.696019500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.699782600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.704036-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.708483700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.712201-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.716506100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.721050300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.725552200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.728849600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.733300700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.737198700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.741768400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.745640200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.749941700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.754120500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.758893800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.762585200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.766542-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.771298800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.775298800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.778919400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.783293300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.788280400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.791793800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.795685600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.800019500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.804198500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.808317100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.812775400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.816784300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.822491600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.830087500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.831918700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.837148800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.839522500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.842095700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.845912500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.849939-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.854120400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.858297800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.862352100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.866965400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.870912500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.875244200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.878954900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.883246-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.887685900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.891695200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.894926-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.900774900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.904207900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.908450700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.912611100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.916532100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.920890400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.925121100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.929690200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.933495100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.936584300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.941747-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.945991-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.950033500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.954307500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.958666500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.962558400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.966741800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.970790800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.975614-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.978097800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.983666900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.987562800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.991125500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.996228500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:04.999073500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.004713900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.007378600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.011542400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.016915600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.019817200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.024030900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.028162600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.032395700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.036557500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.083502200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.096542300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.097056200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.100042600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.103263500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.107433200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.111575100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.115875600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.119936400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.124075700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.128300600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.132501600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.136612800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.140785100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.144943-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.149229100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.153336600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.157480100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.161631500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.165880900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.169987700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.174261900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.178504800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.182539200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.186722-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.190811500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.195000100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.199423700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.203358-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.207524800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.211761800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.215914700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.220260300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.224768900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.228385500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.232578200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.236820800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.241367800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.245216500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.249318400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.253582500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.257575100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.261726800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.266137400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.270263-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.274313800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.278415800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.282625500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.287071500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.290992700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.295102100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.299485800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.303495700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.307581-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.311754900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.315998900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.320126700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.324439600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.328445700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.332671-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.336785-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.340946200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.345094300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.349511400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.353502500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.357635800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.361823100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.373842500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.374408600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.378490300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.403406100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.405083500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.407968100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.412091800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.416423200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.420871-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.424798800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.429457-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.433251800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.437454100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.441453700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.445567700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.449656700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.453955-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.457810300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.462113500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.466174300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.470432-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.474536600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.478715300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.482942800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.493442400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.494088600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.495398200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.499593-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.503710500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.507830100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.515140800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.516071200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.520341800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.524468600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.528620300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.532863900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.537042800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.541370-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.545329900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.549752-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.553685900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.557924700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.562118100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.615000800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.615851300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.617464300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.661797600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.663569500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.666484-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.682589200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.683468-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.687106600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.692513900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.695482800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.699701-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.703839100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.712296900-05:00 - INFO - Moved window to position (0, 0), size (800, 600).
2024-12-29T11:21:05.712325-05:00 - INFO - Moved window '*Untitled - Notepad' to home position.
2024-12-29T11:21:05.714617800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.716388600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.720756600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.724931100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.728848200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.733086900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.737214-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.741364800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.745542800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.749790300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.753920800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.758037800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.762285600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.766461500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.770607600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.774790800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.778923100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.783137200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.787286200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.791441200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.795558600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.799985700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.803986200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.808083300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.812455600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.816500800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.820901100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.824789100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.828927500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.833291400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.837439200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.841449500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.845640200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.849848200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.853972600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.858217900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.862318500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.959305400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.962615600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.963662400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.990035200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:05.999111700-05:00 - INFO - Moved window to position (2400, 0), size (800, 600).
2024-12-29T11:21:05.999141500-05:00 - INFO - Moved window '*Untitled - Notepad' to target position.
2024-12-29T11:21:06.001718400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.004732200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.008626900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.041787-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.042588700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.045851200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.050100100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.054218400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.058418700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.062614800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.066824-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.071162800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.075101800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.079356900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.083447700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.087643300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.091794400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.095894700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.100615600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.104544200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.108521800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.112708600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.116994300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.121002600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.125146400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.129442700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.133536300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.137616900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.141974700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.145949200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.150224100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.154406700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.158577-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.162674700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.166842-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.171093-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.175224-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.179377-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.183511500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.222833200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.223599-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.225442800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.282250800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.292967300-05:00 - INFO - Moved window to position (0, 0), size (800, 600).
2024-12-29T11:21:06.292995900-05:00 - INFO - Moved window '*Untitled - Notepad' to home position.
2024-12-29T11:21:06.294863-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.296578400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.300749900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.304982600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.308636800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.313116-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.316975800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.321146500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.325288100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.329456600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.333899400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.337742800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.341987200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.346285800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.350318200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.354497500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.358624800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.362835600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.367007400-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.371228800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.375340800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.379501300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.383703600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.387858200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.392011900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.396184100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.400458500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.404776900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.408680600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.413042500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.417063600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.421455600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.425396600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.429677-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.433750700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.490387200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.492475600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.493211700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.558526800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.568319800-05:00 - INFO - Moved window to position (2400, 0), size (800, 600).
2024-12-29T11:21:06.568348400-05:00 - INFO - Moved window '*Untitled - Notepad' to target position.
2024-12-29T11:21:06.571543-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.572561100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.576260-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.632539300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.633128100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.633898500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.638098-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.642269200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.646418200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.650754500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.654751200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.658971-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.663158500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.667336700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.671443100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.675648100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.680039700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.683990500-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.688268-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.692292-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.696507-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.700795-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.704789700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.708996300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.713236700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.717444600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.721488-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.725673200-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.729870100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.734202600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.738330800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.742349600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.746520800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.750913800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.754920800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.759112700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.763172700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.767564700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.771600700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.775776100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.779867300-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.784198700-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.799831-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.801872900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.804983600-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.827565900-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.828090800-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.829914100-05:00 - INFO - Rendering main panel...
2024-12-29T11:21:06.903320600-05:00 - INFO - Rendering main panel...
